node_id,node_type,raw_id,label,handle,comment_count,videos_commented,channels_commented,channel_id,channel_name,category,view_count,unique_authors
author::UCyJhqmMbsvjpoarBBStA2kg,author,UCyJhqmMbsvjpoarBBStA2kg,@Murmullodelbarrio,/@Murmullodelbarrio,6,1,1,,,,,
author::UCySYJU5kUh7X8gVt9la2ISA,author,UCySYJU5kUh7X8gVt9la2ISA,@dantesarti4351,/@dantesarti4351,1,1,1,,,,,
author::UCyW68EGZey4ao_Vf2cR5Ztg,author,UCyW68EGZey4ao_Vf2cR5Ztg,@ZabalaXabier,/@ZabalaXabier,1,1,1,,,,,
author::UCylqlpsh8ENNM1LqgQ1KbxA,author,UCylqlpsh8ENNM1LqgQ1KbxA,@Jel.Awesh.M,/@Jel.Awesh.M,3,2,1,,,,,
author::UCyor0Mmm0ivLX2jIdyGp84Q,author,UCyor0Mmm0ivLX2jIdyGp84Q,@MiguelJordan-n3g,/@MiguelJordan-n3g,1,1,1,,,,,
author::UCyzf29IYjNw67gGIfsjgtxA,author,UCyzf29IYjNw67gGIfsjgtxA,@carlosoliva9249,/@carlosoliva9249,1,1,1,,,,,
author::UCz3gu01bmjNv0DpRq-K3XYg,author,UCz3gu01bmjNv0DpRq-K3XYg,@eusebiovasquez4385,/@eusebiovasquez4385,2,1,1,,,,,
author::UCzSfZlOVxBSs5ObD25ywxDQ,author,UCzSfZlOVxBSs5ObD25ywxDQ,@GilmarMaldonado-q9m,/@GilmarMaldonado-q9m,1,1,1,,,,,
author::UCzZ6dDCEsLMXbc5pCFXIprw,author,UCzZ6dDCEsLMXbc5pCFXIprw,@josegil3813,/@josegil3813,2,2,1,,,,,
author::UCzoL2l5H5eVlorWGH8AZfAg,author,UCzoL2l5H5eVlorWGH8AZfAg,@jor77cas,/@jor77cas,1,1,1,,,,,
video::06mFNPU0aB8,video,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,,14,,,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,6692,13
video::3Nfp9h5avBI,video,3Nfp9h5avBI,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",,2,,,UCdSVqHGHzyMTXSafUHY-e-w,Noticiero Guatevisión 13 Hrs.,News & Politics,573,2
video::6W4u8sGEnGM,video,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,,45,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,11670,32
video::JkpVO1hx2f8,video,JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,,3,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,673,3
video::OkXlHx0hx-8,video,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,,25,,,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,14200,18
video::PjmxCj-a9Hg,video,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,,25,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,3628,19
video::TT4qJ5FXHYE,video,TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",,4,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,1075,4
video::UhL9y3KUl8E,video,UhL9y3KUl8E,SHAI WA: la vecina queer de Casa Presidencial,,1,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,1755,1
video::WIUZtitfLRw,video,WIUZtitfLRw,Caminar en una ciudad hecha para carros,,6,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,422,6
video::X_FAIef8qlE,video,X_FAIef8qlE,Cruzando la ciudad a puro Transmetro,,1,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,1140,1
video::b_Hkrkl3adA,video,b_Hkrkl3adA,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,,7,,,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,5469,7
video::is3Mk5oC19g,video,is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,,7,,,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,4616,7
video::j43HgwYFKfk,video,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,,50,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,10156,49
video::lj983NWyAQY,video,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,,25,,,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,304089,25
video::n8iP75gIpmw,video,n8iP75gIpmw,Qué rico come tu diputado,,161,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,11775,128
video::ndAZjHqzzT8,video,ndAZjHqzzT8,Internet: escoger el menos malo,,12,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,717,10
video::s0eco-BofOs,video,s0eco-BofOs,¿Quiénes pagan más en Centroamérica?,,1,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,220,1
video::yLZS3JiEBg8,video,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,,16,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,1954,16
video::zweosulrwA8,video,zweosulrwA8,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,,1,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,Nonprofits & Activism,52,1
