node_id,node_type,raw_id,label,handle,comment_count,videos_commented,channels_commented,channel_id,channel_name,category,view_count,unique_authors
author::UC1WlJfQmaIskYhP4gmWoamw,author,UC1WlJfQmaIskYhP4gmWoamw,@marthareiss5434,/@marthareiss5434,1,1,1,,,,,
author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author,UC1Y7x3h0c95Z8kUhi-Tzaeg,@rosadiaz9235,/@rosadiaz9235,1,1,1,,,,,
author::UC1vr9aaMI2crB0NvwFHUeoQ,author,UC1vr9aaMI2crB0NvwFHUeoQ,@JoseSimilox-p6e,/@JoseSimilox-p6e,1,1,1,,,,,
author::UC2Y_EHWQKevubk4vOEBBFxw,author,UC2Y_EHWQKevubk4vOEBBFxw,@alfonsomorales2653,/@alfonsomorales2653,1,1,1,,,,,
author::UC2ngpd8UBQu4gcUYy0goAtg,author,UC2ngpd8UBQu4gcUYy0goAtg,@juliohernandez7438,/@juliohernandez7438,1,1,1,,,,,
author::UC2weSE8rpqkGMOp6StYtVfg,author,UC2weSE8rpqkGMOp6StYtVfg,@katerynsantiago2907,/@katerynsantiago2907,1,1,1,,,,,
author::UC32oozucwCF3q8d4m8fyOUg,author,UC32oozucwCF3q8d4m8fyOUg,@RauldejesusOlivagonzalez,/@RauldejesusOlivagonzalez,1,1,1,,,,,
author::UC3E9mAgP7VoAE5mZoAexl5g,author,UC3E9mAgP7VoAE5mZoAexl5g,@EnnioAroche,/@EnnioAroche,1,1,1,,,,,
author::UC3MYTqpQqlWBuCB7Th0e0PA,author,UC3MYTqpQqlWBuCB7Th0e0PA,@isaaclopez7220,/@isaaclopez7220,1,1,1,,,,,
author::UC3NMzdMYryaw82kPTnsaljg,author,UC3NMzdMYryaw82kPTnsaljg,@marisosa7832,/@marisosa7832,1,1,1,,,,,
author::UC3UVO7pTbeYvZ3ILEyRDskQ,author,UC3UVO7pTbeYvZ3ILEyRDskQ,@rosaelenaargueta79,/@rosaelenaargueta79,1,1,1,,,,,
author::UC3XTwHxygNCgjndsg-UiCQA,author,UC3XTwHxygNCgjndsg-UiCQA,@marioajset4283,/@marioajset4283,3,1,1,,,,,
author::UC3YpzAr7pcdKC7BVFEpYzog,author,UC3YpzAr7pcdKC7BVFEpYzog,@carmenfigueroa1232,/@carmenfigueroa1232,1,1,1,,,,,
author::UC3iIU62XKUOWuqL8BqBzj9A,author,UC3iIU62XKUOWuqL8BqBzj9A,@antonioduarte2288,/@antonioduarte2288,1,1,1,,,,,
author::UC3qn1yJA5PeW9rkGPatQxiw,author,UC3qn1yJA5PeW9rkGPatQxiw,@VICTOREST19,/@VICTOREST19,1,1,1,,,,,
author::UC4Avya4kmR4Q0FrfFdBozSQ,author,UC4Avya4kmR4Q0FrfFdBozSQ,@davidlima1348,/@davidlima1348,1,1,1,,,,,
author::UC4cXueR2bKGFJV0Fk76gwmA,author,UC4cXueR2bKGFJV0Fk76gwmA,@aluxdel4792,/@aluxdel4792,1,1,1,,,,,
author::UC4kg7zuTfqQKLd2bkZrSYBA,author,UC4kg7zuTfqQKLd2bkZrSYBA,@zoilagarcia9019,/@zoilagarcia9019,1,1,1,,,,,
author::UC4wq3DcbfaG6dtCqn8Oyu3w,author,UC4wq3DcbfaG6dtCqn8Oyu3w,@hugoasencio7764,/@hugoasencio7764,1,1,1,,,,,
author::UC5H8ASmMC9WrURmzeB4ySog,author,UC5H8ASmMC9WrURmzeB4ySog,@ManuelEdran,/@ManuelEdran,5,1,1,,,,,
author::UC5PrBbmUlQolwqmiru7yZhw,author,UC5PrBbmUlQolwqmiru7yZhw,@lazarochavez8269,/@lazarochavez8269,1,1,1,,,,,
author::UC5PyGvSfFM--OVKmQ3COu6g,author,UC5PyGvSfFM--OVKmQ3COu6g,@FreddyGmez,/@FreddyGmez,1,1,1,,,,,
author::UC5bG9nc_JV3FsNP2KseQiYw,author,UC5bG9nc_JV3FsNP2KseQiYw,@giovannirodas4836,/@giovannirodas4836,1,1,1,,,,,
author::UC5fvhAfm89JH8eDFdvc0xYw,author,UC5fvhAfm89JH8eDFdvc0xYw,@isaidiaz2388,/@isaidiaz2388,1,1,1,,,,,
author::UC5hvEnRUzI4Kfvwnyi4QxqQ,author,UC5hvEnRUzI4Kfvwnyi4QxqQ,@leonelsantizo5281,/@leonelsantizo5281,1,1,1,,,,,
author::UC5wuDq3U3vRAhOQI3D7gNdw,author,UC5wuDq3U3vRAhOQI3D7gNdw,@allanreneramirezgonzalez534,/@allanreneramirezgonzalez534,1,1,1,,,,,
author::UC63tFvbQ_hJhGDi2nbjssjw,author,UC63tFvbQ_hJhGDi2nbjssjw,@AbigailRodas-w2r,/@AbigailRodas-w2r,1,1,1,,,,,
author::UC650pRT-OYzny3GwOH8Cgfw,author,UC650pRT-OYzny3GwOH8Cgfw,@edvinparedesherrera7632,/@edvinparedesherrera7632,1,1,1,,,,,
author::UC6PvO1_k5lHKGdAPo5_C6TA,author,UC6PvO1_k5lHKGdAPo5_C6TA,@johnmejia992,/@johnmejia992,1,1,1,,,,,
author::UC6Uj1FT5JjDSF8vudvDxPAA,author,UC6Uj1FT5JjDSF8vudvDxPAA,@alfredoortega9264,/@alfredoortega9264,1,1,1,,,,,
author::UC6YSZqL0vEcI-niPKIMUGfw,author,UC6YSZqL0vEcI-niPKIMUGfw,@maxwellsales885,/@maxwellsales885,1,1,1,,,,,
author::UC6xI_MOaxajIWpoP8BH6E_Q,author,UC6xI_MOaxajIWpoP8BH6E_Q,@jahirdiaz5862,/@jahirdiaz5862,1,1,1,,,,,
author::UC72gBAtyb_VXQlYDcFrh6oQ,author,UC72gBAtyb_VXQlYDcFrh6oQ,@osmanmorales3012,/@osmanmorales3012,3,1,1,,,,,
author::UC7IMsCxfZyWN7YQo8-JYa6Q,author,UC7IMsCxfZyWN7YQo8-JYa6Q,@Burgos68,/@Burgos68,2,1,1,,,,,
author::UC7VUuJr9cGh845CmTvf7TlQ,author,UC7VUuJr9cGh845CmTvf7TlQ,@LuisCastillo-oz4df,/@LuisCastillo-oz4df,1,1,1,,,,,
author::UC7dadZG7kkGYnsNu6td0FbA,author,UC7dadZG7kkGYnsNu6td0FbA,@lesolorzano,/@lesolorzano,1,1,1,,,,,
author::UC816IGbFCZinfYS1LRDaaHg,author,UC816IGbFCZinfYS1LRDaaHg,@ingenieroar,/@ingenieroar,1,1,1,,,,,
author::UC8F2V63KZ4ZEay6opX2hAQw,author,UC8F2V63KZ4ZEay6opX2hAQw,@carmenr6311,/@carmenr6311,1,1,1,,,,,
author::UC8G5cJONY8L9voMyBW8Eoug,author,UC8G5cJONY8L9voMyBW8Eoug,@luisparedes-pw6qt,/@luisparedes-pw6qt,1,1,1,,,,,
author::UC8r11yOugM2NuRfitQOxLLg,author,UC8r11yOugM2NuRfitQOxLLg,@cesaraugustomoralesmonroy6907,/@cesaraugustomoralesmonroy6907,1,1,1,,,,,
author::UC8xlJWNHz1V_W6q3fbuQH8g,author,UC8xlJWNHz1V_W6q3fbuQH8g,@NormaLópez-v7e,/@NormaL%C3%B3pez-v7e,1,1,1,,,,,
author::UC95PSMouTx2N5CbSq0hIyrQ,author,UC95PSMouTx2N5CbSq0hIyrQ,@lisss1908,/@lisss1908,1,1,1,,,,,
author::UC9Wp6vL5oCU37qC3Aj94WZA,author,UC9Wp6vL5oCU37qC3Aj94WZA,@ManuelSanchez-b8q2z,/@ManuelSanchez-b8q2z,1,1,1,,,,,
author::UC9vMq1YF-e7C-VO0SHkbUTA,author,UC9vMq1YF-e7C-VO0SHkbUTA,@ErvinLeonardoCarreraLatín,/@ErvinLeonardoCarreraLat%C3%ADn,4,1,1,,,,,
author::UC9xr9QvIcDvoZNUX5f-jaZw,author,UC9xr9QvIcDvoZNUX5f-jaZw,@MariaaliciaColonmorales,/@MariaaliciaColonmorales,1,1,1,,,,,
author::UCA93ym2TXs_Ibyxb4Vcn-6Q,author,UCA93ym2TXs_Ibyxb4Vcn-6Q,@oswaldosolis8728,/@oswaldosolis8728,1,1,1,,,,,
author::UCAKuKvcbfnBD3kF5njNu-IA,author,UCAKuKvcbfnBD3kF5njNu-IA,@melvinlopez7096,/@melvinlopez7096,1,1,1,,,,,
author::UCAV7QIjYhbDJaycQycM_0eQ,author,UCAV7QIjYhbDJaycQycM_0eQ,@mariavail8998,/@mariavail8998,1,1,1,,,,,
author::UCAlzM_N6xBlMYmM8EBzX86Q,author,UCAlzM_N6xBlMYmM8EBzX86Q,@carlossoto3252,/@carlossoto3252,1,1,1,,,,,
author::UCAmtbUiIrUIhikru0ZoTFig,author,UCAmtbUiIrUIhikru0ZoTFig,@Aura-vf6dm,/@Aura-vf6dm,1,1,1,,,,,
author::UCAxvOOHQk7dYPOajzFEVtbA,author,UCAxvOOHQk7dYPOajzFEVtbA,@ruddydepaz322,/@ruddydepaz322,2,1,1,,,,,
author::UCB5p8a5gklc80jJItP6xTHg,author,UCB5p8a5gklc80jJItP6xTHg,@ernestogamboa8737,/@ernestogamboa8737,1,1,1,,,,,
author::UCBlm80VQ4YoV3bUJR_XhkaQ,author,UCBlm80VQ4YoV3bUJR_XhkaQ,@rosadiaz6945,/@rosadiaz6945,2,1,1,,,,,
author::UCBtB5dIyx-C16UN8ClUD2UA,author,UCBtB5dIyx-C16UN8ClUD2UA,@alexmonzon4257,/@alexmonzon4257,1,1,1,,,,,
author::UCCBYcToQ2dwkd6TJh0FSyDg,author,UCCBYcToQ2dwkd6TJh0FSyDg,@lidiarodriguez3493,/@lidiarodriguez3493,1,1,1,,,,,
author::UCCUmP4PlbwgikVFpYwbtRTg,author,UCCUmP4PlbwgikVFpYwbtRTg,@alhvi,/@alhvi,1,1,1,,,,,
author::UCCaYwkkbQGcvFoUmothVdQQ,author,UCCaYwkkbQGcvFoUmothVdQQ,@OsvaldoAguirre-l3i,/@OsvaldoAguirre-l3i,1,1,1,,,,,
author::UCDIMztpVm7G27qBuiWuT6oQ,author,UCDIMztpVm7G27qBuiWuT6oQ,@lizardomorataya8274,/@lizardomorataya8274,1,1,1,,,,,
author::UCDPWkUX3sNNaCx-m1dV4glA,author,UCDPWkUX3sNNaCx-m1dV4glA,@hectoroliva949,/@hectoroliva949,1,1,1,,,,,
author::UCDQaQv0hr2SS_PO-CMEwVHg,author,UCDQaQv0hr2SS_PO-CMEwVHg,@federicosaquimux1933,/@federicosaquimux1933,1,1,1,,,,,
author::UCDUffaruH6dyUnUGwsTKpgg,author,UCDUffaruH6dyUnUGwsTKpgg,@luisletona2842,/@luisletona2842,1,1,1,,,,,
author::UCDftMWXQoJ6nONfY7GVOVjg,author,UCDftMWXQoJ6nONfY7GVOVjg,@luisgpacheco5858,/@luisgpacheco5858,1,1,1,,,,,
author::UCDlr1VadSucIZgZ171pRBjQ,author,UCDlr1VadSucIZgZ171pRBjQ,@cuabatzjj5924,/@cuabatzjj5924,1,1,1,,,,,
author::UCDrmf9y9nLgFY5wnA2hTuGA,author,UCDrmf9y9nLgFY5wnA2hTuGA,@laboratorio5528,/@laboratorio5528,1,1,1,,,,,
author::UCEHXl4VvvVpq-_4xC5tsbhg,author,UCEHXl4VvvVpq-_4xC5tsbhg,@anibalg47,/@anibalg47,1,1,1,,,,,
author::UCEgEQmRbtL5fwr9_DqAC--g,author,UCEgEQmRbtL5fwr9_DqAC--g,@ArielRodas-g5y,/@ArielRodas-g5y,1,1,1,,,,,
author::UCErZPJpHmLCsXs8ZWkAUupQ,author,UCErZPJpHmLCsXs8ZWkAUupQ,@dorisl.garciaroche7763,/@dorisl.garciaroche7763,1,1,1,,,,,
author::UCFFrEmn6lPYiWyElpfzTy5Q,author,UCFFrEmn6lPYiWyElpfzTy5Q,@denilsonlopez4083,/@denilsonlopez4083,1,1,1,,,,,
author::UCFOxCyF926Y9eHhMeVoWLzw,author,UCFOxCyF926Y9eHhMeVoWLzw,@arielsarc09,/@arielsarc09,1,1,1,,,,,
author::UCFUuDARXdmmIrLppEqf-rFg,author,UCFUuDARXdmmIrLppEqf-rFg,@allanmunoz7410,/@allanmunoz7410,1,1,1,,,,,
author::UCFhxtoeARHPnXXPcDrOU3Xg,author,UCFhxtoeARHPnXXPcDrOU3Xg,@diegoalejandrolopezmendez205,/@diegoalejandrolopezmendez205,1,1,1,,,,,
author::UCFjudnPLoaSL1BaRuLahyHg,author,UCFjudnPLoaSL1BaRuLahyHg,@HaroldoCastillo-rh9iw,/@HaroldoCastillo-rh9iw,3,1,1,,,,,
author::UCFoIAE8k82D6AV-8gjjKaNg,author,UCFoIAE8k82D6AV-8gjjKaNg,@eddymunoz9789,/@eddymunoz9789,1,1,1,,,,,
author::UCFxE8GbokBrBsPEKM1xrOjQ,author,UCFxE8GbokBrBsPEKM1xrOjQ,@JuanDavila-qd7qj,/@JuanDavila-qd7qj,1,1,1,,,,,
author::UCFybmWapGvBKcQod7cPPH9w,author,UCFybmWapGvBKcQod7cPPH9w,@vitalianochavez8382,/@vitalianochavez8382,1,1,1,,,,,
author::UCGGHbtfbbe0o68etrOf0qxw,author,UCGGHbtfbbe0o68etrOf0qxw,@karensussetteleonvargas9794,/@karensussetteleonvargas9794,1,1,1,,,,,
author::UCGX_UbAQOXGZknv5iqklwTA,author,UCGX_UbAQOXGZknv5iqklwTA,@ronaldgarcia8522,/@ronaldgarcia8522,1,1,1,,,,,
author::UCGZMgmM92E3njyXNe9-kjAQ,author,UCGZMgmM92E3njyXNe9-kjAQ,@pasionpornada,/@pasionpornada,1,1,1,,,,,
author::UCGj2v6Gl5bN8NSrzJMXS-CA,author,UCGj2v6Gl5bN8NSrzJMXS-CA,@juliogutierrez492,/@juliogutierrez492,1,1,1,,,,,
author::UCGm3gRBEHGRJYmtCryZLtDw,author,UCGm3gRBEHGRJYmtCryZLtDw,@JoséLopez-g6k,/@Jos%C3%A9Lopez-g6k,1,1,1,,,,,
author::UCGqKxQS-z3NZzZF-2w338AA,author,UCGqKxQS-z3NZzZF-2w338AA,@samuelaguilar529,/@samuelaguilar529,1,1,1,,,,,
author::UCGzXwyCzMzGmjmCbH3Hg01Q,author,UCGzXwyCzMzGmjmCbH3Hg01Q,@FidelZacarias-ph7dy,/@FidelZacarias-ph7dy,1,1,1,,,,,
author::UCHGd14aYuZZShLD73dkk6mg,author,UCHGd14aYuZZShLD73dkk6mg,@noemiherrera3152,/@noemiherrera3152,1,1,1,,,,,
author::UCHMQ_lDhibZ-XZ_3fo6oxwg,author,UCHMQ_lDhibZ-XZ_3fo6oxwg,@crislexrubi4387,/@crislexrubi4387,1,1,1,,,,,
author::UCHTGCgY2l-DQJIvlA_cpa_Q,author,UCHTGCgY2l-DQJIvlA_cpa_Q,@virgiliogarcia3039,/@virgiliogarcia3039,3,2,2,,,,,
author::UCHbwIx9pmQuf7i-4_xO2EpA,author,UCHbwIx9pmQuf7i-4_xO2EpA,@caminoseternos752,/@caminoseternos752,1,1,1,,,,,
author::UCHhHUjaMAZ8SiXdCUCj9DkQ,author,UCHhHUjaMAZ8SiXdCUCj9DkQ,@fredymendez1786,/@fredymendez1786,2,1,1,,,,,
author::UCHu8x4MVkayU6VgwVKd--MQ,author,UCHu8x4MVkayU6VgwVKd--MQ,@Hernandez-i1o,/@Hernandez-i1o,1,1,1,,,,,
author::UCIUhbSCy3-SGRe5UtqM4fzQ,author,UCIUhbSCy3-SGRe5UtqM4fzQ,@jeanmorales1677,/@jeanmorales1677,1,1,1,,,,,
author::UCIXLDYqR_syskKRJy_x9W9Q,author,UCIXLDYqR_syskKRJy_x9W9Q,@carlitosramirez4739,/@carlitosramirez4739,1,1,1,,,,,
author::UCIgoiXdIKJyUGmUoH2Lxdzg,author,UCIgoiXdIKJyUGmUoH2Lxdzg,@susievidal4134,/@susievidal4134,1,1,1,,,,,
author::UCIp19h9igblA2YKfSLPDAug,author,UCIp19h9igblA2YKfSLPDAug,@JoseReyes-rn6sh,/@JoseReyes-rn6sh,1,1,1,,,,,
author::UCJp3OrVYcBorC94sKwdch_A,author,UCJp3OrVYcBorC94sKwdch_A,@ULJoshmg2011,/@ULJoshmg2011,1,1,1,,,,,
author::UCJxJC56BSAX-ArD0NAb9qnQ,author,UCJxJC56BSAX-ArD0NAb9qnQ,@alfonsowilian9157,/@alfonsowilian9157,1,1,1,,,,,
author::UCKDR0f2fu2UzWL8mBv5-BHw,author,UCKDR0f2fu2UzWL8mBv5-BHw,@mireyamorales6595,/@mireyamorales6595,1,1,1,,,,,
author::UCKVzDUqbtdSMBcexaEtMmzQ,author,UCKVzDUqbtdSMBcexaEtMmzQ,@rotorairgroup8409,/@rotorairgroup8409,1,1,1,,,,,
author::UCL13XhnRzbGokEkCkEOb0-g,author,UCL13XhnRzbGokEkCkEOb0-g,@raquelprado3643,/@raquelprado3643,2,1,1,,,,,
author::UCL1MT278vSaQ83ZDkVWn1gw,author,UCL1MT278vSaQ83ZDkVWn1gw,@elmorodriguez6978,/@elmorodriguez6978,1,1,1,,,,,
author::UCLFdHr9BEbXHkoJopbEPLZw,author,UCLFdHr9BEbXHkoJopbEPLZw,@kanterra4584,/@kanterra4584,2,1,1,,,,,
author::UCLXYp1Cvc5DLtq5UQL5D9vw,author,UCLXYp1Cvc5DLtq5UQL5D9vw,@jorgecifuentes-m5g,/@jorgecifuentes-m5g,1,1,1,,,,,
author::UCLggDc_a5HriXv7I1h02sOA,author,UCLggDc_a5HriXv7I1h02sOA,@guillermogonzalez5153,/@guillermogonzalez5153,2,1,1,,,,,
author::UCLh1Kde4_vI1sTZBkTNP7RQ,author,UCLh1Kde4_vI1sTZBkTNP7RQ,@JoelReynoso-d4r,/@JoelReynoso-d4r,1,1,1,,,,,
author::UCN2N_wYOw6fMwCeSzdXLPIw,author,UCN2N_wYOw6fMwCeSzdXLPIw,@danielantoniogonzalezflore4901,/@danielantoniogonzalezflore4901,1,1,1,,,,,
author::UCN6qbfPSzFtjhqUDZ3Cv3CQ,author,UCN6qbfPSzFtjhqUDZ3Cv3CQ,@carlosmedranovelasquez6380,/@carlosmedranovelasquez6380,1,1,1,,,,,
author::UCNBnKqWf4d-rS4HwJRQljmQ,author,UCNBnKqWf4d-rS4HwJRQljmQ,@LE_A22,/@LE_A22,2,1,1,,,,,
author::UCNIeXbV_mEwpa412h1aqUWw,author,UCNIeXbV_mEwpa412h1aqUWw,@juandeleon9060,/@juandeleon9060,3,1,1,,,,,
author::UCNiMNUJvaRJb0_QLClqwVnA,author,UCNiMNUJvaRJb0_QLClqwVnA,@Santiago.Nolasco,/@Santiago.Nolasco,1,1,1,,,,,
author::UCNkcuy42zEwddwEcOd_HpnA,author,UCNkcuy42zEwddwEcOd_HpnA,@vanigomez492,/@vanigomez492,1,1,1,,,,,
author::UCNpt5CQlTzNjlAKY6CJtClQ,author,UCNpt5CQlTzNjlAKY6CJtClQ,@eustaquiogomez9975,/@eustaquiogomez9975,1,1,1,,,,,
author::UCO0zwwLWGyDgQmWPJ5Qrr1w,author,UCO0zwwLWGyDgQmWPJ5Qrr1w,@elsalvador3605,/@elsalvador3605,1,1,1,,,,,
author::UCOARn3hnfkB7-_Rwa8Hoqcw,author,UCOARn3hnfkB7-_Rwa8Hoqcw,@nicelol5241,/@nicelol5241,1,1,1,,,,,
author::UCOLGv5Pf6BF2wFcwUzgcvHg,author,UCOLGv5Pf6BF2wFcwUzgcvHg,@welfrealdana5559,/@welfrealdana5559,2,1,1,,,,,
author::UCOLHH4ZpMxPYF-Q6e6wvn5A,author,UCOLHH4ZpMxPYF-Q6e6wvn5A,@luisroldan7374,/@luisroldan7374,1,1,1,,,,,
author::UCOS8ViEkccrTZx2w2ccxotA,author,UCOS8ViEkccrTZx2w2ccxotA,@OscarHernandez-q8y,/@OscarHernandez-q8y,1,1,1,,,,,
author::UCOY3XpD9qMCRSA8AA8c4CAw,author,UCOY3XpD9qMCRSA8AA8c4CAw,@franciscorodas9686,/@franciscorodas9686,1,1,1,,,,,
author::UCOcUI5XkTYNMSFhZNMIPpGg,author,UCOcUI5XkTYNMSFhZNMIPpGg,@hendersonlopez3864,/@hendersonlopez3864,1,1,1,,,,,
author::UCOh6DaZC_x9HASnlRylEMfw,author,UCOh6DaZC_x9HASnlRylEMfw,@AndresMedina-v1s,/@AndresMedina-v1s,1,1,1,,,,,
author::UCPLW0HE3siElqCgXfgWxMqg,author,UCPLW0HE3siElqCgXfgWxMqg,@elizabethmonterroso7719,/@elizabethmonterroso7719,1,1,1,,,,,
author::UCPNXmbOBVeC4HS-xemvcPtQ,author,UCPNXmbOBVeC4HS-xemvcPtQ,@BelkisRodriguezRamirez,/@BelkisRodriguezRamirez,1,1,1,,,,,
author::UCPZueDLrCS4BmTBRMA4q0fA,author,UCPZueDLrCS4BmTBRMA4q0fA,@kevinochoa3695,/@kevinochoa3695,1,1,1,,,,,
author::UCQIdKuZ-OzuFqy0KjGrgesg,author,UCQIdKuZ-OzuFqy0KjGrgesg,@lyacausa,/@lyacausa,1,1,1,,,,,
author::UCQM2tCKRRytVDRxNUfCDqQQ,author,UCQM2tCKRRytVDRxNUfCDqQQ,@elioelias7267,/@elioelias7267,1,1,1,,,,,
author::UCQMMuADgqWUOcJpLwHOzC-g,author,UCQMMuADgqWUOcJpLwHOzC-g,@Ripped-Yoda,/@Ripped-Yoda,1,1,1,,,,,
author::UCQ_-LPP8JAbfkc-b1Q6NvWw,author,UCQ_-LPP8JAbfkc-b1Q6NvWw,@MegaKristenstewart,/@MegaKristenstewart,2,1,1,,,,,
author::UCQgYjVngJRfPHDLGB5X6ZjA,author,UCQgYjVngJRfPHDLGB5X6ZjA,@oscarnavas9996,/@oscarnavas9996,1,1,1,,,,,
author::UCQqetiwzzmRNTM5OWuXarGQ,author,UCQqetiwzzmRNTM5OWuXarGQ,@isaiaslopezvelasquez1539,/@isaiaslopezvelasquez1539,1,1,1,,,,,
author::UCQqlPPUGqAfWjd-FSh_qn7Q,author,UCQqlPPUGqAfWjd-FSh_qn7Q,@estuardoargueta137,/@estuardoargueta137,1,1,1,,,,,
author::UCQtICyzWmhC5woCtbNgaSmg,author,UCQtICyzWmhC5woCtbNgaSmg,@nestormendez6216,/@nestormendez6216,2,1,1,,,,,
author::UCQtSFINs1h6GHkpg9o5kMvg,author,UCQtSFINs1h6GHkpg9o5kMvg,@MacarioMartinezruiz,/@MacarioMartinezruiz,1,1,1,,,,,
author::UCQyOePccUP-fIJYzchAgZYw,author,UCQyOePccUP-fIJYzchAgZYw,@aguilar4254,/@aguilar4254,1,1,1,,,,,
author::UCRAquv8el-tQ30bN7MlmySQ,author,UCRAquv8el-tQ30bN7MlmySQ,@iamjimalesssa,/@iamjimalesssa,1,1,1,,,,,
author::UCRETAiYdh2dL5ZxB0_N1zDA,author,UCRETAiYdh2dL5ZxB0_N1zDA,@Joseroland21,/@Joseroland21,1,1,1,,,,,
author::UCRcSR3Lvn9DZAmJpVPANfZQ,author,UCRcSR3Lvn9DZAmJpVPANfZQ,@WalksandSuch,/@WalksandSuch,1,1,1,,,,,
author::UCRelkU8JiZBytTzebJxaa-w,author,UCRelkU8JiZBytTzebJxaa-w,@danyraymundo2942,/@danyraymundo2942,1,1,1,,,,,
author::UCRfkkatKrNtAARnXMMYBGlA,author,UCRfkkatKrNtAARnXMMYBGlA,@BernerSoza-mg3vx,/@BernerSoza-mg3vx,1,1,1,,,,,
author::UCRlCV9zSn7avAWh-9_XFWqQ,author,UCRlCV9zSn7avAWh-9_XFWqQ,@ronyarana8849,/@ronyarana8849,1,1,1,,,,,
author::UCRvPToDkkumha7WJAfCDk1A,author,UCRvPToDkkumha7WJAfCDk1A,@ligiaguerra3057,/@ligiaguerra3057,1,1,1,,,,,
author::UCRznz9-N3Qc1w-qNdLSIY2Q,author,UCRznz9-N3Qc1w-qNdLSIY2Q,@jimmygomez724,/@jimmygomez724,1,1,1,,,,,
author::UCSTAUWVc1_82DHYeqOsqEFA,author,UCSTAUWVc1_82DHYeqOsqEFA,@TheAlexX_C,/@TheAlexX_C,1,1,1,,,,,
author::UCSou6a2OuYGSvPjm5psquyA,author,UCSou6a2OuYGSvPjm5psquyA,@FranciscoRivera-sf7ne,/@FranciscoRivera-sf7ne,1,1,1,,,,,
author::UCTD6q1nyIe3Y7HhqjaMj72w,author,UCTD6q1nyIe3Y7HhqjaMj72w,@JuanChang-r6k,/@JuanChang-r6k,1,1,1,,,,,
author::UCTP3O0rMnc8z8v8jaDQwL0w,author,UCTP3O0rMnc8z8v8jaDQwL0w,@RobertoZelaya-x1v,/@RobertoZelaya-x1v,1,1,1,,,,,
author::UCTTILH6QCIxbTnEWxwRqs1g,author,UCTTILH6QCIxbTnEWxwRqs1g,@3762Jorge,/@3762Jorge,1,1,1,,,,,
author::UCThW2XNsAaBKme5PUt7n-Zg,author,UCThW2XNsAaBKme5PUt7n-Zg,@thelmamoran8565,/@thelmamoran8565,1,1,1,,,,,
author::UCTwSut16JyAg3mX6LVUNGqA,author,UCTwSut16JyAg3mX6LVUNGqA,@SuperVictor2005,/@SuperVictor2005,1,1,1,,,,,
author::UCTylKrsqkrBKIqubMu_5N0Q,author,UCTylKrsqkrBKIqubMu_5N0Q,@edwingeovanymarroquinmarro6684,/@edwingeovanymarroquinmarro6684,1,1,1,,,,,
